#Date/Time of Update: 2018-05-09 10:16:09 AM,#Player ID,#LastName,#FirstName,#Jersey Num,#Position,#Height,#Weight,#Birth Date,#Age,#Birth City,#Birth Country,#Rookie,#High School,#College,#Twitter,#Roster Status,#Draft,#Contract,#Shoots,#Team ID,#Team Abbr.,#Team City,#Team Name,#Official Image URL
,14146,Johnson,Jaylen,,F,,,2018-03-24,0,,,Y,,,,ASSIGNED_ROSTER,,,null,89,CHI,Chicago,Bulls,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628575.png
,14392,Johnson,Omari,,F,"6'9""",220,1989-05-25,29,,,Y,,,,ASSIGNED_MINORS,,,null,107,MEM,Memphis,Grizzlies,
,9319,Johnson,Joe,6,SF,"6'7""",240,1981-06-27,36,"Little Rock, AR",USA,N,Little Rock Central,University of Arkansas,TheJoeJohnson7,ASSIGNED_ROSTER,2001 by BOS with pick 10 in round 1 (10 overall),749905 salary starting in 2017 on a 1 year contract,R,109,HOU,Houston,Rockets,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2207.png
,9109,Johnson,Amir,5,PF,"6'9""",240,1987-05-01,31,"Los Angeles, CA",USA,N,Westchester,,IamAmirJohnson,ASSIGNED_ROSTER,2005 by DET with pick 26 in round 2 (56 overall),,R,85,PHI,Philadelphia,76ers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101161.png
,9311,Johnson,Tyler,8,PG,"6'4""",190,1992-05-07,26,"Grand Forks, ND",USA,N,Saint Francis,"California State University, Fresno",RealTJohnson,ASSIGNED_ROSTER,,5881260 salary starting in 2017 on a 4 year contract,L,92,MIA,Miami,Heat,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204020.png
,9493,Johnson,James,16,PF,"6'8""",240,1987-02-20,31,"Cheyenne, WY",USA,N,Cheyenne East,Wake Forest University,IamJJ3,ASSIGNED_ROSTER,2009 by CHI with pick 16 in round 1 (16 overall),13734000 salary starting in 2017 on a 3 year contract,R,92,MIA,Miami,Heat,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201949.png
,13760,Johnson,Dakari,44,C,"7'0""",255,1995-09-22,22,"Brooklyn, NY",USA,N,Montverde Academy,University of Kentucky,DakariJohnson,ASSIGNED_ROSTER,2015 by OKL with pick 18 in round 2 (48 overall),815615 salary starting in 2017 on a 2 year contract,R,96,OKL,Oklahoma City,Thunder,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626177.png
,9561,Johnson,Orlando,,SG,,,1989-03-11,29,"Monterey, CA",USA,N,Palma,"University of California, Santa Barbara",OrlandoVJohnson,UFA,2012 by SAC with pick 6 in round 2 (36 overall),,R,,,,
,9196,Jokic,Nikola,15,C,"6'10""",250,1995-02-19,23,Sombor,Serbia,N,,,NJokic15,ASSIGNED_ROSTER,2014 by DEN with pick 11 in round 2 (41 overall),1471382 salary starting in 2017 on a 3 year contract,R,99,DEN,Denver,Nuggets,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203999.png
,11974,Jones,Jalen,12,SF,"6'7""",220,1993-05-27,24,"Dallas, TX",USA,N,Kimball,Texas A&M University,,ASSIGNED_MINORS,,27648 salary starting in 2017 on a 0 year contract,R,108,DAL,Dallas,Mavericks,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627883.png
,9347,Jones,Tyus,1,PG,"6'2""",184,1996-05-10,22,"Burnsville, MN",USA,N,Apple Valley,Duke University,1Tyus,ASSIGNED_ROSTER,2015 by CLE with pick 24 in round 1 (24 overall),1471382 salary starting in 2017 on a 4 year contract,R,100,MIN,Minnesota,Timberwolves,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626145.png
,10172,Jones,Damian,15,C,"7'0""",245,1995-06-28,22,"Baton Rouge, LA",USA,N,Scotlandville Magnet,Vanderbilt University,dameology,ASSIGNED_ROSTER,2016 by GSW with pick 30 in round 1 (30 overall),1312611 salary starting in 2017 on a 3 year contract,null,101,GSW,Golden State,Warriors,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627745.png
,11894,Jones,Perry,1,SF,,,2018-01-28,0,"Winnsboro, LA",USA,N,Duncanville,Baylor University,Perry_Jones1,ASSIGNED_MINORS,2012 by OKL with pick 28 in round 1 (28 overall),,R,110,NOP,New Orleans,Pelicans,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/.png
,9233,Jones,Terrence,14,PF,,,1992-01-09,26,"Portland, OR",USA,N,Jefferson,University of Kentucky,TerrenceJones1,ASSIGNED_MINORS,2012 by HOU with pick 18 in round 1 (18 overall),0 salary starting in 2017 on a 1 year contract,L,101,GSW,Golden State,Warriors,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203093.png
,9171,Jones,Dahntay,30,SF,,,1980-12-27,37,"Trenton, NJ",USA,N,Steinert,Duke University,dahntay1,UFA,2003 by BOS with pick 20 in round 1 (20 overall),0 salary starting in 2017 on a 1 year contract,R,,,,
,10146,Jones Jr.,Derrick,10,SF,"6'7""",200,1997-02-13,21,"Chester, PA",USA,N,Archbishop Carroll,"University of Nevada, Las Vegas",TheRea1DJones,ASSIGNED_ROSTER,,0 salary starting in 2017 on a 0 year contract,null,92,MIA,Miami,Heat,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627884.png
,9268,Jordan,DeAndre,6,C,"6'11""",265,1988-07-21,29,"Houston, TX",USA,N,Christian Life Center Academy,Texas A&M University,DeAndre,ASSIGNED_ROSTER,2008 by LAC with pick 5 in round 2 (35 overall),22642350 salary starting in 2017 on a 4 year contract,L,102,LAC,Los Angeles,Clippers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201599.png
,9498,Joseph,Cory,6,PG,"6'3""",190,1991-08-20,26,Toronto,Canada,N,Findlay College Prep,University of Texas at Austin,Cory_Joe,ASSIGNED_ROSTER,2011 by SAS with pick 29 in round 1 (29 overall),7630000 salary starting in 2017 on a 4 year contract,R,87,IND,Indiana,Pacers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202709.png
,9137,Kaminsky,Frank,44,PF,"7'0""",242,1993-04-04,25,"Winfield, IL",USA,N,Benet Academy,University of Wisconsin,FSKPart3,ASSIGNED_ROSTER,2015 by CHA with pick 9 in round 1 (9 overall),2847600 salary starting in 2017 on a 4 year contract,R,93,CHA,Charlotte,Hornets,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626163.png
,9396,Kanter,Enes,0,C,"6'11""",245,1992-05-20,26,Zurich,Switzerland,N,Stoneridge Preparatory School,,Enes_Kanter,ASSIGNED_ROSTER,2011 by UTA with pick 3 in round 1 (3 overall),0 salary starting in 2017 on a 4 year contract,R,83,NYK,New York,Knicks,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202683.png
,9112,Karasev,Sergey,10,SF,,,1993-10-26,24,St. Petersburg,Russia,N,,,,UFA,2013 by CLE with pick 19 in round 1 (19 overall),,L,,,,
,9168,Kaun,Sasha,14,C,"6'11""",260,1985-05-08,33,Tomsk,Russia,N,Florida Air Academy,University of Kansas,,ASSIGNED_MINORS,,,R,86,CLE,Cleveland,Cavaliers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201619.png
,9281,Kelly,Ryan,30,PF,"6'11""",230,1991-04-09,27,"Carmel, NY",USA,N,Ravenscroft,Duke University,RyanKelly34,ASSIGNED_OTHER,,1577230 salary starting in 2017 on a 1 year contract,R,91,ATL,Atlanta,Hawks,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203527.png
,13740,Kennard,Luke,5,SG,"6'5""",200,1996-06-24,21,"Middletown, OH",USA,Y,Franklin,Duke University,LukeKennard5,ASSIGNED_ROSTER,2017 by DET with pick 12 in round 1 (12 overall),2759280 salary starting in 2017 on a 2 year contract,L,88,DET,Detroit,Pistons,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628379.png
,13895,Kerr,Steve,,C,,,2018-01-26,0,Beirut,Lebanon,N,Pacific Palisades,University of Arizona,SteveKerr,ASSIGNED_OTHER,,,null,101,GSW,Golden State,Warriors,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204005.png
,13933,Kidd,Jason,,C,,,2018-01-26,0,"San Francisco, CA",USA,N,Saint Joseph of Notre Dame,University of California,RealJasonKidd,ASSIGNED_OTHER,,,null,90,MIL,Milwaukee,Bucks,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203456.png
,9128,Kidd-Gilchrist,Michael,14,SF,"6'7""",232,1993-09-26,24,"Philadelphia, PA",USA,N,Saint Patrick,University of Kentucky,MKG14,ASSIGNED_ROSTER,,13000000 salary starting in 2017 on a 4 year contract,R,93,CHA,Charlotte,Hornets,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203077.png
,9125,Kilpatrick,Sean,9,SG,"6'4""",212,1990-01-05,28,"Yonkers, NY",USA,N,Notre Dame Prep,University of Cincinnati,SeanKilpatrick,ASSIGNED_ROSTER,,86119 salary starting in 2017 on a 0 year contract,null,89,CHI,Chicago,Bulls,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203930.png
,13817,Kleber,Maximilian,42,PF,"6'11""",220,1992-01-29,26,Wurzburg,Germany,Y,,,,ASSIGNED_ROSTER,,815615 salary starting in 2017 on a 1 year contract,R,108,DAL,Dallas,Mavericks,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628467.png
,9436,Knight,Brandon,11,SG,"6'3""",195,1991-12-02,26,"Miami, FL",USA,N,Pine Crest School,University of Kentucky,,ASSIGNED_ROSTER,2011 by DET with pick 8 in round 1 (8 overall),13618750 salary starting in 2017 on a 5 year contract,R,104,PHX,Phoenix,Suns,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202688.png
,13806,Korkmaz,Furkan,30,SG,"6'7""",190,1997-07-24,20,Istanbul,Turkey,N,,,,ASSIGNED_ROSTER,2016 by PHI with pick 26 in round 1 (26 overall),,R,85,PHI,Philadelphia,76ers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627788.png
,13862,Kornet,Luke,2,F,"7'1""",250,1995-07-15,22,,,Y,,,,ASSIGNED_ROSTER,,0 salary starting in 2017 on a 1 year contract,null,83,NYK,New York,Knicks,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png
,9089,Korver,Kyle,26,SG,"6'7""",212,1981-03-17,37,"Lakewood, CA",USA,N,Pella,Creighton University,KyleKorver,ASSIGNED_ROSTER,,7000000 salary starting in 2017 on a 3 year contract,R,86,CLE,Cleveland,Cavaliers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2594.png
,9463,Koufos,Kosta,41,C,"7'0""",265,1989-02-24,29,"Canton, OH",USA,N,GlenOak,Ohio State University,kostakoufos,ASSIGNED_ROSTER,2008 by UTA with pick 23 in round 1 (23 overall),8393000 salary starting in 2017 on a 4 year contract,R,103,SAC,Sacramento,Kings,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201585.png
,13753,Kuzma,Kyle,0,PF,"6'9""",220,1995-07-24,22,"Flint, MI",USA,Y,Rise Academy,University of Utah,kylekuzma,ASSIGNED_ROSTER,2017 by BRO with pick 27 in round 1 (27 overall),1423560 salary starting in 2017 on a 2 year contract,R,105,LAL,Los Angeles,Lakers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628398.png
,10103,Kuzminskas,Mindaugas,91,F,,,1989-10-19,28,Vilnius,Lithuania,N,,,MKuzminskas,UFA,,,R,83,NYK,New York,Knicks,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627851.png
,10140,Labissiere,Skal,7,PF,"6'11""",225,1996-03-18,22,Port-Au-Prince,Haiti,N,Lausanne Collegiate School,University of Kentucky,OneBigHaitian,ASSIGNED_ROSTER,2016 by PHX with pick 28 in round 1 (28 overall),1242240 salary starting in 2017 on a 3 year contract,R,103,SAC,Sacramento,Kings,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627746.png
,9131,Lamb,Jeremy,3,SG,"6'5""",185,1992-05-30,25,"Henrico Valley, VA",USA,N,Norcross,University of Connecticut,,ASSIGNED_ROSTER,2012 by HOU with pick 12 in round 1 (12 overall),7000000 salary starting in 2017 on a 3 year contract,R,93,CHA,Charlotte,Hornets,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203087.png
,9415,Landry,Carl,7,PF,"6'9""",248,1983-09-19,34,"Milwaukee, WI",USA,N,Vincent,Purdue University,,UFA,,,R,,,,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201171.png
,10111,Laprovittola,Nicolas,27,G,,,1990-01-31,28,Buenos Aires,Argentina,N,,,,UFA,,,R,,,,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627879.png
,9120,Larkin,Shane,8,PG,"5'11""",175,1992-10-02,25,"Cincinnati, OH",USA,N,Dr. Phillips,University of Miami,,ASSIGNED_ROSTER,2013 by ATL with pick 18 in round 1 (18 overall),1524305 salary starting in 2017 on a 1 year contract,R,82,BOS,Boston,Celtics,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203499.png
,9193,Lauvergne,Joffrey,77,C,"6'11""",260,1991-09-30,26,Mulhouse,France,N,,,1JOLOLO,ASSIGNED_ROSTER,2013 by MEM with pick 25 in round 2 (55 overall),1524305 salary starting in 2017 on a 2 year contract,R,106,SAS,San Antonio,Spurs,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203530.png
,9343,LaVine,Zach,8,SG,"6'5""",185,1995-03-10,23,"Renton, WA",USA,N,Bothell,"University of California, Los Angeles",ZachLaVine,ASSIGNED_ROSTER,2014 by MIN with pick 13 in round 1 (13 overall),3202218 salary starting in 2017 on a 4 year contract,R,89,CHI,Chicago,Bulls,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203897.png
,9261,Lawson,Ty,4,G,"5'11""",195,1987-11-02,30,"Clinton, MD",USA,N,Oak Hill Academy,University of North Carolina,TyLawson3,ASSIGNED_ROSTER,2009 by MIN with pick 18 in round 1 (18 overall),0 salary starting in 2017 on a 1 year contract,R,94,WAS,Washington,Wizards,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201951.png
,10107,Layman,Jake,10,SF,"6'9""",210,1994-03-07,24,"Norwood, MA",USA,N,King Philip Regional,University of Maryland,JLayman10,ASSIGNED_ROSTER,2016 by ORL with pick 17 in round 2 (47 overall),1312611 salary starting in 2017 on a 3 year contract,R,97,POR,Portland,Trail Blazers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627774.png
,13746,Leaf,T. J.,22,PF,"6'10""",230,1997-04-30,21,Tel Aviv,Israel,N,Foothills Christian,"University of California, Los Angeles",leafsquad22,ASSIGNED_ROSTER,2017 by IND with pick 18 in round 1 (18 overall),2028360 salary starting in 2017 on a 2 year contract,R,87,IND,Indiana,Pacers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628388.png
,9127,Lee,Courtney,5,SF,"6'5""",200,1985-10-03,32,"Indianapolis, IN",USA,N,Pike,Western Kentucky University,CourtneyLee2211,ASSIGNED_ROSTER,2008 by ORL with pick 22 in round 1 (22 overall),11747890 salary starting in 2017 on a 4 year contract,R,83,NYK,New York,Knicks,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201584.png
,14134,Lee,Damian,,SG,,,2018-03-13,0,,,Y,,,,ASSIGNED_ROSTER,,,null,91,ATL,Atlanta,Hawks,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627814.png
,14119,Lemon Jr.,Walter ,,C,,,2018-02-19,0,,,N,,,,UFA,,,null,110,NOP,New Orleans,Pelicans,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627215.png
,9431,Len,Alex,21,C,"7'1""",250,1993-06-16,24,Antratsit,Ukraine,N,,University of Maryland,alexlen,ASSIGNED_ROSTER,2013 by PHX with pick 5 in round 1 (5 overall),0 salary starting in 2017 on a 1 year contract,R,104,PHX,Phoenix,Suns,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203458.png
,9446,Leonard,Meyers,11,C,"7'1""",255,1992-02-27,26,"Woodbridge, VA",USA,N,Robinson,University of Illinois at Urbana-Champaign,MeyersLeonard11,ASSIGNED_ROSTER,2012 by POR with pick 11 in round 1 (11 overall),9904494 salary starting in 2017 on a 4 year contract,R,97,POR,Portland,Trail Blazers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203086.png
,9476,Leonard,Kawhi,2,SF,"6'7""",230,1991-06-29,26,"Los Angeles, CA",USA,N,King,San Diego State University,kawhileonard,ASSIGNED_ROSTER,2011 by IND with pick 15 in round 1 (15 overall),18868625 salary starting in 2017 on a 5 year contract,R,106,SAS,San Antonio,Spurs,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202695.png
,9432,Leuer,Jon,30,PF,"6'10""",228,1989-05-14,29,"Long Lake, MN",USA,N,Orono,University of Wisconsin,,ASSIGNED_ROSTER,,10497319 salary starting in 2017 on a 4 year contract,R,88,DET,Detroit,Pistons,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202720.png
,9659,Levert,Caris,22,SG,"6'7""",203,1994-08-25,23,"Columbus, OH",USA,N,Central,University of Michigan,CarisLeVert,ASSIGNED_ROSTER,2016 by IND with pick 20 in round 1 (20 overall),1632480 salary starting in 2017 on a 3 year contract,R,84,BRO,Brooklyn,Nets,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627747.png
,10104,Liggins,DeAndre,34,SG,"6'6""",209,1988-03-31,30,"Chicago, IL",USA,N,Findlay College Prep,University of Kentucky,Dreliggs34,ASSIGNED_ROSTER,2011 by ORL with pick 23 in round 2 (53 overall),588120 salary starting in 2017 on a 2 year contract,R,110,NOP,New Orleans,Pelicans,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202732.png
,9445,Lillard,Damian,0,PG,"6'3""",195,1990-07-15,27,"Oakland, CA",USA,N,Oakland,Weber State University,Dame_Lillard,ASSIGNED_ROSTER,2012 by POR with pick 6 in round 1 (6 overall),26153057 salary starting in 2017 on a 5 year contract,R,97,POR,Portland,Trail Blazers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203081.png
,9138,Lin,Jeremy,7,SG,"6'3""",200,1988-08-23,29,"Palo Alto, CA",USA,N,Palo Alto,Harvard University,JLin7,ASSIGNED_ROSTER,,12000000 salary starting in 2017 on a 3 year contract,R,84,BRO,Brooklyn,Nets,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202391.png
,9224,Livingston,Shaun,34,PG,"6'7""",192,1985-09-11,32,"Peoria, IL",USA,N,Peoria Central,,,ASSIGNED_ROSTER,2004 by LAC with pick 4 in round 1 (4 overall),7692308 salary starting in 2017 on a 3 year contract,R,101,GSW,Golden State,Warriors,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2733.png
,11957,Long,Shawn,,PF,"6'9""",255,1993-01-29,25,"Morgan City, LA",USA,N,Morgan City,University of Louisiana at Lafayette,,ASSIGNED_MINORS,,0 salary starting in 2017 on a 0 year contract,R,85,PHI,Philadelphia,76ers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627848.png
,9227,Looney,Kevon,5,PF,"6'9""",220,1996-02-06,22,"Milwaukee, WI",USA,N,Hamilton,"University of California, Los Angeles",Loon_Rebel5,ASSIGNED_ROSTER,2015 by GSW with pick 30 in round 1 (30 overall),1471382 salary starting in 2017 on a 3 year contract,R,101,GSW,Golden State,Warriors,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626172.png
,9118,Lopez,Brook,11,C,"7'0""",268,1988-04-01,30,"North Hollywood, CA",USA,N,San Joaquin Memorial,Stanford University,,ASSIGNED_ROSTER,,22642350 salary starting in 2017 on a 3 year contract,R,105,LAL,Los Angeles,Lakers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201572.png
,9378,Lopez,Robin,42,C,"7'0""",277,1988-04-01,30,"North Hollywood, CA",USA,N,San Joaquin Memorial,Stanford University,rolopez42,ASSIGNED_ROSTER,2008 by PHX with pick 15 in round 1 (15 overall),13788500 salary starting in 2017 on a 4 year contract,R,89,CHI,Chicago,Bulls,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201577.png
,9161,Love,Kevin,0,PF,"6'10""",251,1988-09-07,29,"Santa Monica, CA",USA,N,Lake Oswego,"University of California, Los Angeles",kevinlove,ASSIGNED_ROSTER,2008 by MEM with pick 5 in round 1 (5 overall),22642350 salary starting in 2017 on a 5 year contract,R,86,CLE,Cleveland,Cavaliers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201567.png
,9490,Lowry,Kyle,7,PG,"6'0""",205,1986-03-25,32,"Philadelphia, PA",USA,N,Cardinal Dougherty,Villanova University,Klow7,ASSIGNED_ROSTER,2006 by MEM with pick 24 in round 1 (24 overall),28703704 salary starting in 2017 on a 3 year contract,R,81,TOR,Toronto,Raptors,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200768.png
,10139,Luwawu-Cabarrot,Timothe,7,SG,"6'6""",200,1995-05-09,23,Cannes,France,N,,,timcabs,ASSIGNED_ROSTER,2016 by PHI with pick 24 in round 1 (24 overall),,R,85,PHI,Philadelphia,76ers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627789.png
,13751,Lydon,Tyler,20,F,"6'9""",220,1996-04-09,22,"Hudson, NY",USA,Y,New Hampton,Syracuse University,Tyler_Lydon14,ASSIGNED_ROSTER,2017 by UTA with pick 24 in round 1 (24 overall),1579440 salary starting in 2017 on a 2 year contract,R,99,DEN,Denver,Nuggets,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628399.png
,9512,Lyles,Trey,7,PF,"6'10""",234,1995-11-05,22,Saskatoon,Canada,N,Arsenal Tech,University of Kentucky,TreyLyles,ASSIGNED_ROSTER,2015 by UTA with pick 12 in round 1 (12 overall),2441400 salary starting in 2017 on a 4 year contract,R,99,DEN,Denver,Nuggets,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626168.png
,10152,Mac,Sheldon,9,G,"6'6""",200,1992-12-19,25,,,N,,,,UFA,,,null,94,WAS,Washington,Wizards,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627815.png
,9502,Mack,Shelvin,7,PG,"6'3""",203,1990-04-22,28,"Lexington, KY",USA,N,Bryan Station,Butler University,ShelvinMack,ASSIGNED_ROSTER,2011 by WAS with pick 4 in round 2 (34 overall),,R,95,ORL,Orlando,Magic,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202714.png
,11959,Magette,Josh,11,PG,"6'1""",160,1989-11-28,28,"Birmingham, AL",USA,N,Spain Park,Alabama - Huntsville,,ASSIGNED_MINORS,,,L,91,ATL,Atlanta,Hawks,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203705.png
,9249,Mahinmi,Ian,28,C,"6'11""",262,1986-11-05,31,Rouen,France,N,,,ianmahinmi,ASSIGNED_ROSTER,2005 by SAS with pick 28 in round 1 (28 overall),,R,94,WAS,Washington,Wizards,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101133.png
,10126,Maker,Thon,7,C,"7'1""",223,1997-02-25,21,,South Sudan,N,Athlete Institute Academy,,ThonMaker14,ASSIGNED_ROSTER,,,R,90,MIL,Milwaukee,Bucks,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627748.png
,13924,Malone,Michael,,C,,,2018-01-28,0,,,N,,,,ASSIGNED_ROSTER,,,null,99,DEN,Denver,Nuggets,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2610.png
,9408,Marble,Devyn,11,SG,"6'6""",200,1992-09-21,25,"Southfield, MI",USA,N,Lathrup,University of Iowa,DevMarble,UFA,2014 by DEN with pick 26 in round 2 (56 overall),,R,,,,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203906.png
,9484,Marjanovic,Boban,51,C,"7'3""",290,1988-08-14,29,Zajecar,Serbia,N,,,,ASSIGNED_ROSTER,,,R,102,LAC,Los Angeles,Clippers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626246.png
,13734,Markkanen,Lauri,24,PF,"7'0""",230,1997-05-22,21,Vantaa,Finland,Y,Helsinki Academy,University of Arizona,MarkkanenLauri,ASSIGNED_ROSTER,2017 by MIN with pick 7 in round 1 (7 overall),,R,89,CHI,Chicago,Bulls,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628374.png
,9303,Martin,Jarell,1,PF,"6'10""",239,1994-05-24,24,"Baton Rouge, LA",USA,N,Madison Prep,Louisiana State University,MartinJarell,ASSIGNED_ROSTER,2015 by MEM with pick 25 in round 1 (25 overall),,R,107,MEM,Memphis,Grizzlies,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626185.png
,13811,Mason,Frank,10,PG,"5'11""",190,1994-04-03,24,"Petersburg, VA",USA,Y,Petersburg,University of Kansas,FrankMason0,ASSIGNED_ROSTER,2017 by SAC with pick 4 in round 2 (34 overall),,R,103,SAC,Sacramento,Kings,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628412.png
,13787,Mathiang,Mangok,9,PF,"6'10""",230,1992-10-08,25,Melbourne,Australia,Y,IMG Academy,University of Louisville,M_Mango32,ASSIGNED_MINORS,,,R,93,CHA,Charlotte,Hornets,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628493.png
,9179,Matthews,Wesley,23,SG,"6'5""",220,1986-10-14,31,"San Antonio, TX",USA,N,James Madison Memorial,Marquette University,WessyWes23,ASSIGNED_ROSTER,,,R,108,DAL,Dallas,Mavericks,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202083.png
,9328,Mayo,O.J.,3,SG,,,1987-11-05,30,"Huntington, WV",USA,N,Huntington,University of Southern California,,UFA,2008 by MIN with pick 3 in round 1 (3 overall),,R,,,,
,9275,Mbah a Moute,Luc,12,PF,"6'8""",230,1986-09-09,31,Yaounde,Cameroon,N,Monteverde Academy,"University of California, Los Angeles",mbahamoute,ASSIGNED_ROSTER,,,R,109,HOU,Houston,Rockets,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201601.png
,9226,McAdoo,James Michael,14,PF,,,1993-01-04,25,"Norfolk, VA",USA,N,Norfolk Christian,University of North Carolina,jamesmcadoo,ASSIGNED_MINORS,,,R,85,PHI,Philadelphia,76ers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203949.png
